"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"147","Valeri Nichushkin","COL","R","10","135.5","0","4","2","2","4","66.67","15","0.00","1.33","43","27","17","6","0","4","2","1","1","0","0","2","7","4","7","6","4","0","1","0.00"
"148","Tony DeAngelo","NYI","D","10","188.56666666666666","1","3","2","1","4","57.14","11","9.09","0.64","33","20","7","2","1","2","2","1","1","0","0","1","7","3","5","12","10","0","0","-"
"149","Marcus Pettersson","VAN","D","10","195.36666666666667","0","4","1","3","4","57.14","11","0.00","0.58","22","17","5","1","2","0","0","0","0","0","0","0","10","1","12","20","16","0","0","-"
"150","Jake Walman","EDM","D","10","178.0","4","0","0","0","4","40.00","19","21.05","0.61","32","20","4","2","1","2","2","1","1","0","0","1","9","2","3","8","14","0","0","-"
"151","Darren Raddysh","T.B","D","10","172.0","0","4","1","3","4","33.33","20","0.00","1.04","43","32","11","5","0","2","13","5","4","1","0","1","9","1","13","7","8","0","0","-"
"152","Kyle Connor","WPG","L","10","177.2","2","2","1","1","4","66.67","23","8.70","2.69","40","34","28","15","1","4","4","2","2","0","0","0","9","4","5","4","2","0","0","-"
"153","Vince Dunn","SEA","D","10","163.5","2","2","0","2","4","50.00","10","20.00","0.58","23","16","5","1","0","0","6","3","3","0","0","3","5","6","3","11","2","0","0","-"
"154","Dylan Strome","WSH","C","10","125.91666666666667","2","2","1","1","4","40.00","9","22.22","1.25","16","12","9","8","0","4","0","0","0","0","0","0","4","0","0","5","7","65","39","62.50"
"155","Jack Roslovic","EDM","C","10","145.01666666666668","2","2","1","1","4","40.00","18","11.11","1.97","34","28","22","9","0","1","2","1","1","0","0","0","5","2","5","8","4","23","23","50.00"
"156","Anthony Beauvillier","WSH L,","R","10","136.91666666666666","2","2","1","1","4","80.00","16","12.50","1.98","32","24","18","11","1","2","0","0","0","0","0","0","8","4","9","15","7","3","2","60.00"
"157","John Marino","UTA","D","10","183.01666666666668","0","4","2","2","4","44.44","3","0.00","0.43","16","7","5","2","0","0","2","1","1","0","0","1","8","4","3","7","7","0","0","-"
"158","Yakov Trenin","MIN","C","10","127.56666666666666","2","2","1","1","4","57.14","14","14.29","2.39","23","20","14","12","0","5","4","2","2","0","0","1","5","2","45","7","2","8","8","50.00"
"159","Alexandre Carrier","MTL","D","10","142.31666666666666","2","2","0","2","4","57.14","9","22.22","0.29","16","10","3","1","0","1","6","3","3","0","0","0","1","1","3","19","16","0","0","-"
"160","Ryan Shea","PIT","D","10","149.26666666666668","1","3","3","0","4","57.14","10","10.00","0.44","21","16","4","0","0","3","2","1","1","0","0","0","9","4","2","16","9","0","0","-"
"161","Conor Garland","CBJ, VAN","R","9","128.26666666666668","0","4","4","0","4","57.14","11","0.00","1.11","25","19","12","5","2","2","0","0","0","0","0","1","12","5","7","6","7","0","2","0.00"
"162","Vladislav Gavrikov","NYR","D","10","185.96666666666667","3","1","1","0","4","66.67","12","25.00","0.49","38","21","7","1","0","2","10","5","5","0","0","1","12","4","5","10","5","0","0","-"
"163","Charlie McAvoy","BOS","D","10","167.35","2","2","2","0","4","40.00","13","15.38","0.84","28","15","12","5","0","2","2","1","1","0","0","6","15","2","5","11","7","0","0","-"
"164","Alex DeBrincat","DET","R","10","139.81666666666666","1","3","2","1","4","80.00","20","5.00","1.66","43","32","13","1","0","3","0","0","0","0","0","1","12","4","3","7","3","2","3","40.00"
"165","Taylor Raddysh","NYR","R","10","109.66666666666667","2","2","1","1","4","66.67","5","40.00","1.3","12","10","9","6","1","2","0","0","0","0","0","0","1","2","4","4","8","2","1","66.67"
"166","Pierre-Luc Dubois","WSH C,","L","6","83.56666666666666","2","2","1","1","4","80.00","12","16.67","1.65","19","15","10","5","0","3","0","0","0","0","0","3","7","0","4","2","5","37","33","52.86"
"167","Michael Eyssimont","BOS","C","9","82.51666666666667","2","2","2","0","4","80.00","17","11.76","2.1","37","26","18","9","1","5","8","4","4","0","0","4","8","1","15","12","3","2","0","100.00"
"168","Michael Carcone","UTA","L","9","95.21666666666667","2","2","1","1","4","57.14","8","25.00","0.95","19","14","9","5","0","2","0","0","0","0","0","1","4","1","10","8","3","3","4","42.86"
"169","Justin Brazeau","PIT","R","9","96.71666666666667","2","2","1","1","4","57.14","14","14.29","1.64","19","19","16","6","0","0","2","1","1","0","0","1","3","1","9","3","9","0","0","-"
"170","Morgan Geekie","BOS","C","10","138.51666666666668","3","1","1","0","4","100.00","13","23.08","1.13","23","19","11","4","0","0","0","0","0","0","0","0","10","0","11","14","3","7","7","50.00"
"171","Elias Pettersson","VAN","C","10","138.1","0","4","2","2","4","80.00","8","0.00","0.75","15","10","7","3","0","1","2","1","1","0","0","3","10","2","7","7","17","55","63","46.61"
"172","Philipp Kurashev","S.J","C","8","97.05","1","3","3","0","4","66.67","10","10.00","1.07","16","13","12","8","1","2","6","3","3","0","0","1","3","3","5","1","2","1","7","12.50"
"173","K'Andre Miller","CAR","D","10","190.11666666666667","0","4","2","2","4","36.36","17","0.00","0.53","29","21","4","1","0","2","6","3","3","0","0","3","7","1","15","9","8","0","0","-"
"174","Jack McBain","UTA","C","10","124.65","0","4","3","1","4","40.00","13","0.00","2.26","26","22","17","10","0","1","8","4","4","0","0","2","12","0","34","8","1","23","23","50.00"
"175","Rasmus Sandin","WSH","D","10","169.66666666666666","1","3","2","1","4","57.14","15","6.67","0.6","22","17","7","1","1","1","2","1","1","0","0","0","8","5","15","26","14","0","0","-"
"176","Bowen Byram","BUF","D","10","169.5","0","4","1","3","4","50.00","10","0.00","0.58","19","17","7","2","0","3","14","3","2","0","1","1","4","3","3","11","8","0","0","-"
"177","Dylan Cozens","OTT","C","10","127.91666666666667","3","1","0","1","4","80.00","15","20.00","2.07","31","22","20","9","0","4","13","5","4","1","0","5","5","4","26","8","1","29","33","46.77"
"178","Moritz Seider","DET","D","10","193.95","1","3","2","1","4","57.14","13","7.69","0.53","29","21","6","0","0","4","2","1","1","0","0","1","10","2","20","13","15","0","0","-"
"179","Thomas Harley","DAL","D","10","186.16666666666666","0","4","2","2","4","30.77","16","0.00","0.61","44","24","12","1","0","5","6","3","3","0","0","0","6","5","5","22","13","0","0","-"
"180","Drew O'Connor","VAN","L","10","133.9","3","1","1","0","4","80.00","16","18.75","2.16","29","22","19","10","0","5","12","2","1","0","1","1","8","4","15","9","3","2","3","40.00"
"181","Jake Neighbours","STL","L","9","115.75","2","2","1","1","4","44.44","10","20.00","0.95","17","14","12","6","1","2","9","3","2","1","0","2","7","4","13","9","7","0","1","0.00"
"182","JJ Peterka","UTA","R","10","142.8","2","2","2","0","4","100.00","16","12.50","2.17","42","31","15","8","1","3","0","0","0","0","0","1","12","3","0","11","0","1","2","33.33"
"183","Gage Goncalves","T.B","C","6","65.56666666666666","1","3","2","1","4","57.14","7","14.29","0.58","9","8","5","5","1","0","6","3","3","0","0","2","5","1","9","6","0","0","1","0.00"
"184","J.J. Moser","T.B","D","10","160.21666666666667","1","3","0","3","4","44.44","18","5.56","1.35","33","25","12","5","0","5","2","1","1","0","0","1","9","2","7","23","10","0","0","-"
"185","William Eklund","S.J","L","10","121.56666666666666","0","4","3","1","4","57.14","17","0.00","1.04","22","19","9","5","0","6","0","0","0","0","0","2","5","3","12","11","9","3","2","60.00"
"186","Owen Power","BUF","D","10","189.26666666666668","2","2","1","1","4","40.00","15","13.33","0.61","26","24","7","1","1","3","4","2","2","0","0","2","11","2","3","22","16","0","0","-"
"187","Wyatt Johnston","DAL","C","10","145.96666666666667","3","1","0","1","4","50.00","20","15.00","3.32","34","28","28","15","0","5","4","2","2","0","0","2","8","5","17","6","7","54","56","49.09"
"188","Fraser Minten","BOS","C","10","122.16666666666667","1","3","0","3","4","66.67","9","11.11","0.42","17","11","8","1","0","0","0","0","0","0","0","1","3","5","17","18","8","42","42","50.00"
"189","Noah Ostlund","BUF","C","10","121.21666666666667","0","4","1","3","4","66.67","8","0.00","0.51","16","12","6","3","0","3","2","1","1","0","0","1","4","1","2","6","2","15","17","46.88"
"190","Shane Wright","SEA","C","10","127.06666666666666","3","1","1","0","4","57.14","11","27.27","1.38","22","20","17","6","0","2","2","1","1","0","0","0","9","1","5","11","11","35","40","46.67"
"191","Danila Yurov","MIN","R","10","129.41666666666666","1","3","1","2","4","66.67","13","7.69","1.9","30","22","21","8","0","2","2","1","1","0","0","1","6","1","13","9","4","36","62","36.73"
"192","Justin Hryckowian","DAL","C","10","112.2","1","3","2","1","4","57.14","5","20.00","1.45","16","14","13","9","1","1","12","3","1","2","0","4","4","2","16","10","2","34","15","69.39"
"193","Brent Burns","COL","D","10","148.66666666666666","1","2","2","0","3","37.50","15","6.67","0.5","41","26","9","0","0","5","2","1","1","0","0","3","9","0","3","3","12","0","0","-"
"194","Evgeni Malkin","PIT","C","8","98.61666666666666","0","3","2","1","3","60.00","16","0.00","1.94","22","18","17","9","1","2","23","6","4","1","1","2","14","6","5","11","0","4","3","57.14"
"195","Claude Giroux","OTT","R","10","122.96666666666667","2","1","0","1","3","33.33","12","16.67","1.82","18","17","13","8","0","2","4","2","2","0","0","4","5","3","5","3","0","33","27","55.00"
"196","Jordan Staal","CAR","C","10","130.46666666666667","1","2","1","1","3","42.86","7","14.29","0.82","17","12","9","3","0","2","0","0","0","0","0","0","5","2","28","9","4","73","67","52.14"
"197","Patrick Kane","DET","R","10","136.51666666666668","1","2","1","1","3","100.00","22","4.55","2.01","34","29","16","5","0","2","4","2","2","0","0","0","9","1","1","5","7","2","0","100.00"
"198","Lars Eller","OTT","C","10","87.06666666666666","1","2","1","1","3","50.00","13","7.69","1.7","16","14","16","9","0","4","0","0","0","0","0","1","9","2","5","10","4","45","37","54.88"
"199","John Tavares","TOR","C","10","137.71666666666667","0","3","2","1","3","50.00","9","0.00","1.53","18","16","13","5","0","4","2","1","1","0","0","2","7","1","6","6","7","62","60","50.82"
"200","Victor Hedman","T.B","D","10","122.46666666666667","1","2","1","1","3","37.50","14","7.14","0.36","31","21","5","0","0","2","2","1","1","0","0","1","1","1","8","10","6","0","0","-"
"201","Evander Kane","VAN","L","9","129.51666666666668","2","1","1","0","3","75.00","16","12.50","1.44","26","22","13","6","2","2","14","3","2","0","1","3","8","3","14","3","6","1","1","50.00"
"202","Nick Jensen","OTT","D","10","169.76666666666668","0","3","1","2","3","27.27","3","0.00","0.22","15","11","2","0","0","1","0","0","0","0","0","1","5","0","6","16","11","0","0","-"
"203","Nic Dowd","VGK, WSH","C","11","138.21666666666667","2","1","0","1","3","150.00","8","25.00","1.75","20","17","17","8","0","1","4","2","2","0","0","4","3","1","38","20","5","58","67","46.40"
"204","Tyler Toffoli","S.J","C","10","107.1","1","2","1","1","3","50.00","13","7.69","1.2","30","21","18","4","0","6","0","0","0","0","0","1","11","2","4","4","1","0","2","0.00"
"205","Brock Nelson","COL","C","10","129.26666666666668","1","2","1","1","3","75.00","17","5.88","2.48","27","22","23","11","1","7","4","2","2","0","0","2","8","2","3","15","2","50","49","50.51"
"206","Jaden Schwartz","SEA","L","9","106.56666666666666","1","2","1","1","3","42.86","12","8.33","1.1","15","14","11","6","1","2","0","0","0","0","0","0","9","4","2","12","8","6","6","50.00"
"207","Bryan Rust","PIT","R","9","111.56666666666666","1","2","1","1","3","75.00","10","10.00","1.46","22","16","13","7","0","4","0","0","0","0","0","2","8","2","5","10","0","1","1","50.00"
"208","Brendan Gallagher","MTL","R","10","105.4","1","2","0","2","3","75.00","10","10.00","1.08","21","14","11","9","0","0","4","2","2","0","0","0","2","1","21","6","6","1","0","100.00"
"209","John Klingberg","S.J","D","9","143.51666666666668","0","3","0","3","3","60.00","10","0.00","0.47","31","20","9","1","0","3","2","1","1","0","0","2","11","2","8","13","5","0","0","-"
"210","Josh Manson","COL","D","10","149.15","0","3","0","3","3","42.86","12","0.00","0.99","28","18","12","3","0","2","12","6","6","0","0","1","16","1","15","15","7","0","0","-"
"211","Adam Lowry","WPG","C","10","129.46666666666667","0","3","1","2","3","75.00","14","0.00","2.1","28","22","18","11","1","1","2","1","1","0","0","1","7","4","15","12","2","70","43","61.95"
"212","Blake Coleman","CGY","L","6","77.26666666666667","1","2","1","1","3","100.00","11","9.09","0.91","18","14","13","5","1","1","6","3","3","0","0","0","2","1","10","6","3","0","0","-"
"213","Boone Jenner","CBJ","C","9","109.9","1","2","1","1","3","100.00","11","9.09","1.32","26","23","13","4","4","1","2","1","1","0","0","2","8","2","18","9","7","16","24","40.00"
"214","Ryan Nugent-Hopkins","EDM","C","10","136.16666666666666","2","1","1","0","3","42.86","18","11.11","3.04","38","30","26","14","1","4","2","1","1","0","0","1","6","2","5","2","4","12","17","41.38"
"215","Mika Zibanejad","NYR","C","10","152.16666666666666","1","2","1","1","3","75.00","18","5.56","1.76","34","26","17","5","0","4","0","0","0","0","0","0","3","6","12","5","6","52","51","50.49"
"216","Connor Murphy","CHI, EDM","D","9","147.61666666666667","2","1","0","1","3","37.50","7","28.57","0.29","19","11","5","1","0","2","2","1","1","0","0","3","8","1","10","11","11","0","0","-"
"217","Phillip Danault","MTL","C","10","115.35","2","1","1","0","3","75.00","8","25.00","0.72","14","11","8","2","0","2","0","0","0","0","0","2","4","1","9","5","3","57","39","59.38"
"218","Tanner Pearson","WPG","L","6","58.7","0","3","1","2","3","100.00","8","0.00","0.88","17","14","4","3","0","4","2","1","1","0","0","1","2","1","6","5","1","0","2","0.00"
"219","Mark Jankowski","CAR","L","9","83.46666666666667","1","2","1","1","3","75.00","7","14.29","1.51","17","13","13","10","0","2","2","1","1","0","0","0","5","2","5","4","3","43","37","53.75"
"220","Tom Wilson","WSH","R","9","124.71666666666667","1","2","1","1","3","42.86","10","10.00","1.69","20","14","16","8","1","3","9","3","2","1","0","3","12","1","21","5","7","0","0","-"
"221","Brett Kulak","COL, PIT","D","10","158.8","0","3","2","1","3","60.00","7","0.00","0.12","11","9","0","0","0","2","2","1","1","0","0","2","7","1","3","13","12","0","0","-"
"222","Oliver Bjorkstrand","T.B","R","10","106.8","1","2","1","1","3","60.00","16","6.25","1.27","23","20","15","4","0","1","0","0","0","0","0","3","3","1","15","16","6","2","1","66.67"
"223","Andrew Copp","DET","C","10","137.05","0","3","1","2","3","60.00","8","0.00","1.88","20","16","14","10","0","2","4","2","2","0","0","2","9","2","4","7","7","64","49","56.64"
"224","Shea Theodore","VGK","D","9","174.41666666666666","0","3","1","2","3","60.00","10","0.00","0.54","33","21","5","1","0","5","6","3","3","0","0","1","10","1","0","16","8","0","0","-"
"225","Ryan Hartman","MIN","R","10","157.8","0","3","2","1","3","42.86","19","0.00","2.55","38","32","26","9","1","6","6","3","3","0","0","4","10","2","9","12","22","79","74","51.63"
"226","Darnell Nurse","EDM","D","10","194.51666666666668","0","3","1","2","3","37.50","18","0.00","1.13","42","29","9","4","0","5","13","4","3","1","0","4","16","1","14","9","16","0","0","-"
"227","Alexander Wennberg","S.J","C","10","133.9","2","1","1","0","3","60.00","8","25.00","1.05","12","11","8","4","0","0","2","1","1","0","0","2","3","2","5","10","11","49","55","47.12"
"228","Ryan Pulock","NYI","D","9","155.71666666666667","1","2","2","0","3","30.00","11","9.09","0.59","28","19","6","1","0","5","2","1","1","0","0","0","5","0","9","22","16","0","0","-"
"229","Frederic Gaudreau","SEA","C","9","117.5","0","3","2","1","3","100.00","2","0.00","0.26","10","4","3","1","0","1","2","1","1","0","0","1","7","2","2","3","5","30","26","53.57"
"230","Travis Sanheim","PHI","D","10","200.86666666666667","0","3","2","1","3","60.00","7","0.00","0.37","22","13","5","0","0","2","0","0","0","0","0","2","16","1","6","13","16","0","0","-"
"231","Alex Tuch","BUF","R","10","137.15","0","3","2","1","3","42.86","15","0.00","1.38","36","27","13","4","0","3","6","3","3","0","0","4","4","2","10","2","6","0","3","0.00"
"232","Kasperi Kapanen","EDM","R","8","113.66666666666667","2","1","0","1","3","60.00","17","11.76","1.38","29","26","14","6","2","1","2","1","1","0","0","1","3","1","20","6","4","0","1","0.00"
"233","Jared McCann","SEA","L","10","131.5","0","3","2","1","3","60.00","10","0.00","1.31","24","17","11","6","0","1","6","3","3","0","0","5","12","1","10","15","5","3","1","75.00"
"234","David Pastrnak","BOS","R","10","161.61666666666667","1","2","2","0","3","50.00","18","5.56","1.5","49","29","18","6","1","4","6","3","3","0","0","6","19","3","11","8","3","0","0","-"
"235","Brandon Montour","SEA","D","10","197.51666666666668","1","2","1","1","3","42.86","16","6.25","0.86","32","22","8","0","0","2","2","1","1","0","0","0","13","5","9","15","14","0","0","-"
"236","Christian Dvorak","PHI","C","10","147.01666666666668","0","3","2","1","3","42.86","7","0.00","1.31","17","12","13","8","0","0","2","1","1","0","0","0","4","1","6","4","3","67","55","54.92"
"237","Jake Middleton","MIN","D","10","159.91666666666666","0","3","2","1","3","75.00","4","0.00","0.19","11","6","4","0","0","0","5","1","0","1","0","2","9","3","12","10","13","0","0","-"
"238","Timo Meier","N.J","R","10","149.11666666666667","3","0","0","0","3","100.00","31","9.68","3.89","64","51","39","14","1","4","6","3","3","0","0","2","8","7","22","12","5","0","7","0.00"
"239","Mikko Rantanen","DAL","R","4","55.86666666666667","1","2","2","0","3","100.00","5","20.00","0.76","13","11","8","5","1","2","8","4","4","0","0","3","3","1","0","8","1","1","2","33.33"
"240","Jansen Harkins","ANA","C","8","83.26666666666667","0","3","3","0","3","100.00","7","0.00","1.51","19","16","9","5","0","3","0","0","0","0","0","1","6","2","19","8","2","8","8","50.00"
"241","Parker Wotherspoon","PIT","D","10","162.86666666666667","0","3","1","2","3","27.27","7","0.00","0.29","14","9","6","0","0","2","4","2","2","0","0","2","12","4","19","12","11","0","0","-"
"242","Nicolas Roy","COL, TOR","C","10","124.26666666666667","2","1","1","0","3","60.00","10","20.00","1.29","23","18","16","8","1","2","6","3","3","0","0","1","8","3","7","10","8","38","50","43.18"
"243","Jake DeBrusk","VAN","L","10","130.41666666666666","1","2","2","0","3","75.00","14","7.14","1.09","25","20","12","6","0","2","2","1","1","0","0","0","9","2","5","5","6","0","1","0.00"
"244","Evan Rodrigues","FLA","C","9","125.11666666666666","1","2","2","0","3","100.00","15","6.67","1.92","30","25","15","8","2","4","2","1","1","0","0","0","6","4","9","7","4","47","41","53.41"
"245","Andrew Peeke","BOS","D","8","126.26666666666667","0","3","2","1","3","37.50","2","0.00","0.3","12","7","7","0","0","3","2","1","1","0","0","0","5","0","17","19","12","0","0","-"
"246","Jesper Bratt","N.J","L","10","123.81666666666666","1","2","2","0","3","75.00","20","5.00","1.7","29","23","17","7","3","1","0","0","0","0","0","2","7","1","7","5","0","0","1","0.00"
"247","Nathan Bastian","DAL","R","6","62.6","3","0","0","0","3","100.00","7","42.86","0.94","12","10","8","6","0","0","2","1","1","0","0","1","2","0","17","4","0","0","1","0.00"
"248","Trevor Moore","L.A","L","9","122.86666666666666","1","2","0","2","3","100.00","15","6.67","1.45","32","26","14","6","1","1","2","1","1","0","0","0","7","3","7","11","3","0","0","-"
"249","Cody Glass","N.J","C","10","115.26666666666667","1","2","2","0","3","75.00","8","12.50","1.32","14","12","9","5","1","1","2","1","1","0","0","1","3","3","5","14","5","74","52","58.73"
"250","Nico Hischier","N.J","C","10","130.31666666666666","1","2","1","1","3","150.00","9","11.11","1","20","16","10","4","0","2","2","1","1","0","0","2","6","1","9","6","5","77","63","55.00"
"251","Gabriel Vilardi","WPG","C","10","152.21666666666667","2","1","1","0","3","50.00","10","20.00","1.68","20","18","15","9","0","3","4","1","1","0","0","4","8","1","1","11","5","2","7","22.22"
"252","Pierre-Olivier Joseph","VAN","D","7","94.86666666666666","1","2","0","2","3","100.00","7","14.29","0.23","15","11","2","0","0","1","2","1","1","0","0","0","6","1","2","5","3","0","0","-"
"253","Alex Iafallo","WPG","L","10","133.01666666666668","1","2","1","1","3","100.00","11","9.09","1.89","25","19","15","9","0","3","0","0","0","0","0","0","5","2","17","4","3","0","1","0.00"
"254","Noah Cates","PHI","L","10","132.86666666666667","2","1","0","1","3","100.00","11","18.18","1.59","21","16","16","7","0","2","2","1","1","0","0","1","4","2","12","10","5","60","44","57.69"
"255","Sean Durzi","UTA","D","10","178.91666666666666","1","2","2","0","3","37.50","8","12.50","0.38","31","13","7","3","0","2","14","3","2","0","1","0","10","0","7","23","15","0","0","-"
"256","Pius Suter","STL","C","9","122.51666666666667","1","2","0","2","3","60.00","8","12.50","1.27","15","14","8","6","0","2","2","1","1","0","0","0","7","1","4","5","5","36","30","54.55"
"257","Brady Tkachuk","OTT","L","10","124.61666666666666","1","2","2","0","3","60.00","24","4.17","2.11","42","33","23","8","3","5","12","2","1","0","1","1","8","5","17","5","6","20","11","64.52"
"258","Andrei Svechnikov","CAR","R","10","138.66666666666666","1","2","2","0","3","37.50","14","7.14","1.59","38","21","15","7","2","4","6","3","3","0","0","3","11","2","19","13","3","0","0","-"
"259","Jack Drury","COL","C","10","125.31666666666666","0","3","1","2","3","60.00","8","0.00","1.03","17","13","9","5","0","3","2","1","1","0","0","0","6","4","10","13","6","57","45","55.88"
"260","Barrett Hayton","UTA","C","10","120.7","0","3","1","2","3","60.00","16","0.00","1.62","30","23","20","7","1","7","8","3","3","0","0","2","5","0","12","5","4","52","47","52.53"
"261","Declan Chisholm","WSH","D","6","68.66666666666667","1","2","1","1","3","75.00","4","25.00","0.23","10","6","5","1","0","2","0","0","0","0","0","1","5","0","3","10","3","0","0","-"
"262","Pontus Holmberg","T.B","R","10","140.8","1","2","1","1","3","50.00","10","10.00","1.72","26","20","15","7","0","5","2","1","1","0","0","3","5","2","12","10","6","3","1","75.00"
"263","Tyler Tucker","STL","D","10","136.25","1","2","0","2","3","27.27","11","9.09","1.09","26","17","12","3","1","1","26","6","3","2","1","7","6","3","14","10","7","0","0","-"
"264","Jonatan Berggren","STL","R","6","77.1","0","3","3","0","3","75.00","4","0.00","0.64","13","7","6","3","0","3","0","0","0","0","0","0","4","2","3","6","3","0","1","0.00"
"265","Linus Karlsson","VAN","C","10","115.0","1","2","0","2","3","75.00","7","14.29","1.62","15","15","12","7","0","1","0","0","0","0","0","2","7","1","8","10","2","0","3","0.00"
"266","Kaapo Kakko","SEA","R","9","107.81666666666666","3","0","0","0","3","50.00","9","33.33","1.17","19","18","10","4","0","2","4","2","2","0","0","1","4","2","6","3","2","0","1","0.00"
"267","Jackson LaCombe","ANA","D","10","178.65","0","3","3","0","3","30.00","6","0.00","1.07","20","13","8","2","0","5","2","1","1","0","0","1","8","6","7","15","16","0","0","-"
"268","Jordan Spence","OTT","D","10","145.61666666666667","0","3","1","2","3","33.33","10","0.00","0.59","28","18","9","1","0","3","0","0","0","0","0","0","7","1","6","15","11","0","0","-"
"269","Arseny Gritsyuk","N.J","R","10","128.11666666666667","2","1","1","0","3","75.00","17","11.76","1.01","30","26","14","3","0","1","8","4","4","0","0","0","9","5","4","13","3","0","3","0.00"
"270","Braden Schneider","NYR","D","10","173.41666666666666","0","3","3","0","3","37.50","16","0.00","0.76","36","23","10","1","2","1","2","1","1","0","0","0","18","1","14","17","10","0","0","-"
"271","Connor Zary","CGY","C","10","130.4","2","1","1","0","3","37.50","14","14.29","2.02","26","21","18","10","1","4","0","0","0","0","0","2","1","1","2","15","2","4","2","66.67"
"272","Lucas Raymond","DET","L","10","141.05","1","2","2","0","3","60.00","15","6.67","2.07","31","23","19","9","0","6","0","0","0","0","0","4","10","2","2","10","1","0","0","-"
"273","Tyler Kleven","OTT","D","10","145.4","1","2","2","0","3","42.86","12","8.33","0.64","23","14","8","2","0","5","25","7","5","1","1","1","12","1","20","29","10","0","0","-"
"274","Quinton Byfield","L.A","R","8","120.41666666666667","2","1","1","0","3","60.00","12","16.67","1.66","29","20","19","5","1","2","4","2","2","0","0","1","5","5","9","13","4","44","35","55.70"
"275","Alexander Holtz","VGK","R","5","56.35","1","2","0","2","3","150.00","8","12.50","2.1","20","17","14","9","0","2","0","0","0","0","0","0","4","0","7","5","0","1","1","50.00"
"276","Cole Perfetti","WPG","C","10","124.5","1","2","2","0","3","75.00","24","4.17","1.9","36","28","17","9","1","3","2","1","1","0","0","2","9","6","7","8","3","0","1","0.00"
"277","Alex Laferriere","L.A","R","10","147.26666666666668","2","1","1","0","3","60.00","22","9.09","3.23","52","39","31","16","1","6","2","1","1","0","0","5","9","3","34","13","7","30","46","39.47"
"278","Marat Khusnutdinov","BOS","C","10","115.65","1","2","1","1","3","42.86","13","7.69","1.2","16","16","13","5","1","0","2","1","1","0","0","2","6","3","5","13","6","12","13","48.00"
"279","Ilya Solovyov","PIT","D","4","50.56666666666667","0","3","1","2","3","75.00","4","0.00","0.09","7","4","0","0","1","1","4","2","2","0","0","0","4","2","4","8","2","0","0","-"
"280","Josh Doan","BUF","R","10","121.61666666666666","2","1","1","0","3","50.00","16","12.50","2.53","35","31","20","11","3","3","0","0","0","0","0","3","5","3","12","9","3","0","2","0.00"
"281","Logan Stankoven","CAR","C","10","140.66666666666666","1","2","1","1","3","42.86","14","7.14","2.1","29","24","23","9","0","6","0","0","0","0","0","0","10","5","12","16","2","43","63","40.57"
"282","Matthew Knies","TOR","L","10","129.26666666666668","2","1","1","0","3","60.00","13","15.38","1.92","22","17","18","13","1","2","2","1","1","0","0","1","6","3","12","6","4","0","0","-"
"283","Brandt Clarke","L.A","D","10","187.81666666666666","0","3","2","1","3","50.00","13","0.00","0.64","28","20","7","2","1","3","10","5","5","0","0","4","12","4","2","14","21","0","0","-"
"284","Ryan Winterton","SEA","C","7","85.71666666666667","0","3","2","1","3","75.00","15","0.00","1.74","24","19","13","4","1","3","0","0","0","0","0","2","8","2","5","10","1","0","0","-"
"285","Oliver Kapanen","MTL","C","10","113.76666666666667","2","1","1","0","3","42.86","13","15.38","1.92","25","21","18","9","1","5","6","3","3","0","0","1","3","1","4","9","7","28","32","46.67"
"286","Lian Bichsel","DAL","D","6","81.65","2","1","1","0","3","60.00","5","40.00","0.22","19","8","7","0","0","1","2","1","1","0","0","1","2","2","15","8","3","0","0","-"
"287","Ryan Greene","CHI","C","9","114.96666666666667","1","2","2","0","3","100.00","13","7.69","2.08","21","17","15","9","0","4","0","0","0","0","0","2","1","1","2","5","3","17","36","32.08"
"288","Denton Mateychuk","CBJ","D","10","166.45","1","2","0","2","3","33.33","10","10.00","0.84","26","18","11","3","0","4","0","0","0","0","0","0","10","1","0","23","6","0","0","-"
"289","Pavel Mintyukov","ANA","D","10","150.86666666666667","1","2","0","2","3","50.00","8","12.50","1.04","23","15","10","5","0","1","4","2","2","0","0","3","13","0","1","10","10","0","0","-"
"290","Sam Rinzel","CHI","D","7","122.21666666666667","2","1","0","1","3","60.00","14","14.29","0.65","25","17","7","0","0","1","4","2","2","0","0","1","6","3","1","11","11","0","0","-"
"291","Noah Laba","NYR","C","10","109.96666666666667","0","3","2","1","3","100.00","7","0.00","0.77","16","12","11","4","0","2","0","0","0","0","0","1","6","1","23","5","4","43","36","54.43"
"292","Nikita Grebenkin","PHI","R","10","113.95","1","2","1","1","3","75.00","8","12.50","0.8","16","10","6","3","0","1","0","0","0","0","0","3","6","3","19","14","4","0","1","0.00"
"293","Dominic James","T.B","C","6","74.16666666666667","2","1","0","1","3","60.00","12","16.67","1.16","17","13","9","6","0","1","4","2","2","0","0","2","5","4","7","4","0","28","21","57.14"
"294","Braeden Bowman","VGK","R","10","129.31666666666666","1","2","2","0","3","50.00","12","8.33","2.11","20","20","16","12","0","1","4","2","2","0","0","2","3","3","9","9","5","0","1","0.00"
